gene	control_1_rpkm	control_2_rpkm	control_3_rpkm	nq_1_rpkm	nq_2_rpkm	nq_2_rpkm	control_avg_rpkm	nq_avg_rpkm	total_avg_rpkm	logfc	pvalue	DEGs
wnt2-2	0.082	0.085	0.074	0.063	0.1	0.101	0.0803333333333	0.088	0.0841666666667	0.13	0.495303848657241	Non DEG
asz1-2	0.021	0.038	0.051	0.019	0.003	0.021	0.0366666666667	0.0143333333333	0.0255	-1.33	1.56297190692717e-05	Slightly downregulated
cftr-2	0.05	0.061	0.044	0.046	0.035	0.054	0.0516666666667	0.045	0.0483333333333	-0.2	0.25560725898816	Non DEG
cttnbp2-2	0.253	0.246	0.235	0.188	0.187	0.188	0.244666666667	0.187666666667	0.216166666667	-0.38	4.63765241112262e-07	Non DEG
ttc23-2	0.189	0.16	0.169	0.148	0.156	0.183	0.172666666667	0.162333333333	0.1675	-0.09	0.471616123523024	Non DEG
synm-2	0.067	0.102	0.065	0.15	0.123	0.086	0.078	0.119666666667	0.0988333333333	0.63	0.015717117278676	Non DEG
pgpep1l-2	0	0	0	0	0	0.129	0.0	0.043	0.0215	3.16	0.0425426851122153	Non DEG
igf1ra-2	1.37	1.283	1.334	1.417	1.493	1.219	1.329	1.37633333333	1.35266666667	0.05	0.427314041706858	Non DEG
igf1ra-3	2.703	2.665	2.607	2.555	2.5	2.355	2.65833333333	2.47	2.56416666667	-0.11	0.0789837813943776	Non DEG
fam169b-2	0.01	0.038	0	0	0.037	0	0.016	0.0123333333333	0.0141666666667	-0.32	0.722894603504105	Non DEG
arpin-2	0.231	0.167	0.219	0.137	0.191	0.365	0.205666666667	0.231	0.218333333333	0.16	0.509665241552522	Non DEG
anpepa-2	0.072	0.084	0.074	0.071	0.101	0.099	0.0766666666667	0.0903333333333	0.0835	0.24	0.245494617849259	Non DEG
si:dkey-12e7.1-2	0.928	0.795	0.687	0.857	1.137	1.2	0.803333333333	1.06466666667	0.934	0.4	0.00485554481302901	Non DEG
suv420h1-2	9.325	8.533	8.346	7.5	8.586	7.428	8.73466666667	7.838	8.28633333333	-0.16	0.0128774687712341	Non DEG
chka-2	0.15	0.1	0.175	0.182	0.158	0.213	0.141666666667	0.184333333333	0.163	0.38	0.00763598267439631	Non DEG
syt19-2	0.143	0.175	0.063	0.212	0.112	0.141	0.127	0.155	0.141	0.28	0.348239841803361	Non DEG
si:dkey-12e7.4-2	0.083	0.12	0.116	0.141	0.222	0.167	0.106333333333	0.176666666667	0.1415	0.73	0.00870250704067598	Non DEG
got2a-2	0.267	0.391	0.386	0.255	0.157	0.228	0.348	0.213333333333	0.280666666667	-0.7	1.80518007748547e-05	Non DEG
calb2a-2	0.084	0.066	0.073	0.088	0.043	0.103	0.0743333333333	0.078	0.0761666666667	0.06	0.759500615374242	Non DEG
pnp6-2	0.038	0.024	0.03	0.01	0.037	0.04	0.0306666666667	0.029	0.0298333333333	-0.07	0.851008646538676	Non DEG
hydin-2	0.125	0.109	0.112	0.089	0.08	0.081	0.115333333333	0.0833333333333	0.0993333333333	-0.47	5.04718592068988e-07	Non DEG
necab2-2	0.155	0.172	0.144	0.099	0.114	0.119	0.157	0.110666666667	0.133833333333	-0.5	1.06336159023701e-09	Non DEG
slc38a8a-2	0.02	0.025	0.026	0.052	0.035	0.03	0.0236666666667	0.039	0.0313333333333	0.72	0.0339585947275987	Non DEG
mbtps1-2	1.683	1.708	1.785	2.059	1.851	1.91	1.72533333333	1.94	1.83266666667	0.17	0.00347710479649883	Non DEG
fan1-2	0.966	0.989	0.987	0.942	0.872	0.922	0.980666666667	0.912	0.946333333333	-0.1	0.162295910549848	Non DEG
pskh1-2	0.684	0.672	0.612	0.57	0.674	0.56	0.656	0.601333333333	0.628666666667	-0.12	0.169352438319616	Non DEG
nrn1la-2	0.041	0.053	0.059	0.023	0.016	0.052	0.051	0.0303333333333	0.0406666666667	-0.73	0.032332837945926	Non DEG
fam65a-2	1.176	1.133	1.275	1.081	1.068	1.116	1.19466666667	1.08833333333	1.1415	-0.13	0.0243508916901808	Non DEG
ctcf-2	36.536	38.172	35.037	36.985	36.691	37.828	36.5816666667	37.168	36.8748333333	0.02	0.67507081083806	Non DEG
rltpr-2	0.131	0.129	0.145	0.138	0.128	0.131	0.135	0.132333333333	0.133666666667	-0.03	0.766879695072364	Non DEG
tmem170a-2	0.614	0.615	0.653	0.661	0.634	0.744	0.627333333333	0.679666666667	0.6535	0.12	0.333993870129425	Non DEG
cfdp1-2	0.973	0.96	0.952	0.878	0.903	0.852	0.961666666667	0.877666666667	0.919666666667	-0.13	0.0281167644774363	Non DEG
gnao1a-2	0.141	0.153	0.148	0.124	0.137	0.123	0.147333333333	0.128	0.137666666667	-0.21	0.00909541038625661	Non DEG
cbfb-2	0.217	0.316	0.272	0.381	0.32	0.411	0.268333333333	0.370666666667	0.3195	0.46	0.00018499725539418	Non DEG
lysmd4-2	0.615	0.718	0.509	0.765	0.505	0.759	0.614	0.676333333333	0.645166666667	0.14	0.217759287613483	Non DEG
LOC108191322	0.039	0.048	0.016	0.008	0.016	0.024	0.0343333333333	0.016	0.0251666666667	-1.09	0.0987163990734049	Non DEG
plin1-2	0.018	0.007	0.026	0.02	0.013	0.033	0.017	0.022	0.0195	0.36	0.366118001336767	Non DEG
gnrhr4-2	0.082	0.113	0.095	0.051	0.015	0.039	0.0966666666667	0.035	0.0658333333333	-1.44	3.05887542661778e-05	Slightly downregulated
pex11a-2	0.494	0.528	0.402	0.528	0.629	0.567	0.474666666667	0.574666666667	0.524666666667	0.28	0.071069788597124	Non DEG
LOC570903-2	0.309	0.278	0.294	0.216	0.203	0.213	0.293666666667	0.210666666667	0.252166666667	-0.48	3.13667280488203e-14	Non DEG
malt3-2	0.278	0.252	0.318	0.343	0.289	0.316	0.282666666667	0.316	0.299333333333	0.16	0.0774980475601934	Non DEG
alpk3a-2	0.023	0.01	0.028	0.049	0.035	0.032	0.0203333333333	0.0386666666667	0.0295	0.91	0.000625724007734277	Non DEG
kti12-2	1.385	1.149	1.342	0.938	1.098	1.206	1.292	1.08066666667	1.18633333333	-0.26	0.0039861307143174	Non DEG
nmba-2	0	0.161	0	0	0	0.103	0.0536666666667	0.0343333333333	0.044	-0.52	0.642440735779747	Non DEG
sec11a-2	2.616	1.906	3.109	2.219	2.527	1.932	2.54366666667	2.226	2.38483333333	-0.19	0.0987551581231098	Non DEG
slc28a1-2	0.062	0.071	0.059	0.061	0.048	0.079	0.064	0.0626666666667	0.0633333333333	-0.04	0.868513344250564	Non DEG
ch25hl1.1-2	1.175	1.37	1.36	1.359	1.258	1.089	1.30166666667	1.23533333333	1.2685	-0.07	0.516107551515637	Non DEG
si:dkey-24l11.2-2	0.255	0.266	0.235	0.218	0.172	0.227	0.252	0.205666666667	0.228833333333	-0.29	0.00697281524306173	Non DEG
ch25hl1.2-2	0	0	0.056	0	0	0	0.0186666666667	0.0	0.00933333333333	-1.88	0.236671170175861	Non DEG
tspan3a-2	0.437	0.369	0.358	0.338	0.374	0.311	0.388	0.341	0.3645	-0.18	0.144977435902493	Non DEG
pstpip1a-2	0.041	0.042	0.047	0.078	0.087	0.071	0.0433333333333	0.0786666666667	0.061	0.86	2.85045861205809e-05	Non DEG
rcn2-2	1.005	0.904	1.013	0.867	1.016	0.828	0.974	0.903666666667	0.938833333333	-0.11	0.256710949983089	Non DEG
pik3c2a-2	0.392	0.375	0.39	0.353	0.296	0.349	0.385666666667	0.332666666667	0.359166666667	-0.21	0.00252252527206678	Non DEG
ppp1r15b-3	0.053	0.085	0.151	0.099	0.101	0.089	0.0963333333333	0.0963333333333	0.0963333333333	0.01	0.975446837220427	Non DEG
olfcs1-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
LOC110438099-2	0.371	0.371	0.256	0.612	0.626	0.621	0.332666666667	0.619666666667	0.476166666667	0.9	6.58295926647677e-09	Non DEG
olfcw1-2	0.021	0	0.041	0	0	0	0.0206666666667	0.0	0.0103333333333	-4.1	0.00376755117365332	Strongly downregulated
LOC110439046	0.124	0.104	0.053	0.114	0.102	0.131	0.0936666666667	0.115666666667	0.104666666667	0.3	0.38227459125061	Non DEG
LOC100007121-2	0	0.01	0	0	0	0	0.00333333333333	0.0	0.00166666666667	-1.88	0.236671012422241	Non DEG
v2rc1-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
olfcd1-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2rc2-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
si:ch211-229c8.4-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2rx4-2	0	0	0	0	0	0.013	0.0	0.00433333333333	0.00216666666667	1.87	0.241509169653267	Non DEG
v2ra20-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2rx3-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2ra17-2	0.429	0.441	0.447	0.364	0.387	0.361	0.439	0.370666666667	0.404833333333	-0.24	0.00394440095312744	Non DEG
v2ra16-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2ra18-2	0	0	0	0	0	0.004	0.0	0.00133333333333	0.000666666666667	1.87	0.241509169653267	Non DEG
v2rx1-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2rh14-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2rh13-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
v2rh32-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
si:ch211-203b20.4-2	0.011	0.044	0.042	0	0.064	0	0.0323333333333	0.0213333333333	0.0268333333333	-0.58	0.422002189038821	Non DEG
si:ch211-203b20.7-2	0.087	0.081	0.135	0.062	0.057	0.095	0.101	0.0713333333333	0.0861666666667	-0.5	0.0514245655524824	Non DEG
plch1-2	0.675	0.676	0.609	0.626	0.615	0.581	0.653333333333	0.607333333333	0.630333333333	-0.11	0.0893602792695985	Non DEG
kcnab1a-2	0.047	0.041	0.034	0.04	0.035	0.031	0.0406666666667	0.0353333333333	0.038	-0.21	0.132443980815309	Non DEG
ssr3-2	6.875	6.38	6.84	6.1	6.862	6.295	6.69833333333	6.419	6.55866666667	-0.06	0.318956299347751	Non DEG
tiparp-2	1.435	1.474	1.376	1.545	1.592	1.486	1.42833333333	1.541	1.48466666667	0.11	0.075961507869503	Non DEG
zmp:0000001018-2	0.079	0.081	0.092	0.074	0.07	0.064	0.084	0.0693333333333	0.0766666666667	-0.28	0.00295403712165166	Non DEG
tmem91-2	0.034	0.034	0.035	0.04	0.043	0.038	0.0343333333333	0.0403333333333	0.0373333333333	0.23	0.18145343159782	Non DEG
exosc5-2	1.971	2.128	1.872	1.865	1.431	1.292	1.99033333333	1.52933333333	1.75983333333	-0.38	5.71240013124864e-05	Non DEG
bckdha-2	1.676	1.763	1.977	1.746	1.563	1.642	1.80533333333	1.65033333333	1.72783333333	-0.13	0.0724786460533593	Non DEG
b3gat1a-2	0.072	0.076	0.088	0.064	0.08	0.054	0.0786666666667	0.066	0.0723333333333	-0.25	0.162868159598945	Non DEG
siae-2	0.267	0.155	0.17	0.126	0.185	0.186	0.197333333333	0.165666666667	0.1815	-0.25	0.124934276317124	Non DEG
clasrp-2	0.903	1.114	1.107	0.841	0.899	0.887	1.04133333333	0.875666666667	0.9585	-0.25	0.000201840436699586	Non DEG
znf296-2	0.085	0.091	0.082	0.094	0.115	0.097	0.086	0.102	0.094	0.25	0.21813934107175	Non DEG
capn12-2	0.083	0.071	0.063	0.063	0.049	0.07	0.0723333333333	0.0606666666667	0.0665	-0.26	0.103077449979603	Non DEG
six5-2	3.129	4.009	5.39	6.321	5.598	5.092	4.176	5.67033333333	4.92316666667	0.45	0.00351244459469174	Non DEG
tbcb-2	3.185	3.694	3.247	6.394	6.238	6.902	3.37533333333	6.51133333333	4.94333333333	0.95	2.93290051306047e-52	Non DEG
tmem123-2	0.344	0.382	0.465	0.609	0.848	0.7	0.397	0.719	0.558	0.85	8.82520690043036e-13	Non DEG
yap1-2	4.106	4.275	3.858	3.847	3.899	3.789	4.07966666667	3.845	3.96233333333	-0.08	0.107259221941613	Non DEG
cep126-2	0.064	0.092	0.067	0.07	0.043	0.072	0.0743333333333	0.0616666666667	0.068	-0.27	0.1197145015961	Non DEG
luzp2-2	0.086	0.089	0.09	0.094	0.105	0.098	0.0883333333333	0.099	0.0936666666667	0.17	0.0296102198947666	Non DEG
alx4b-2	0.151	0.068	0.141	0.096	0.038	0.04	0.12	0.058	0.089	-1.03	0.000324491042959011	Slightly downregulated
onecut1-2	0.843	0.814	0.986	1.069	1.162	1.089	0.881	1.10666666667	0.993833333333	0.33	0.00765081082506912	Non DEG
fam214a-2	28.296	26.314	20.8	29.743	27.15	26.986	25.1366666667	27.9596666667	26.5481666667	0.15	0.132871048226805	Non DEG
fam214a-3	2.421	2.636	2.335	2.753	2.716	2.756	2.464	2.74166666667	2.60283333333	0.15	0.0098882220981115	Non DEG
arpp19a-2	4.438	3.986	4.227	4.403	3.824	4.232	4.217	4.153	4.185	-0.02	0.716883622941391	Non DEG
myo5aa-2	0.102	0.102	0.104	0.076	0.089	0.086	0.102666666667	0.0836666666667	0.0931666666667	-0.3	0.000427278718287063	Non DEG
tmod2-2	1.08	1.222	1.168	0.937	0.91	0.969	1.15666666667	0.938666666667	1.04766666667	-0.3	6.29128969676698e-05	Non DEG
lysmd2-2	1.799	1.963	1.785	1.553	1.557	1.295	1.849	1.46833333333	1.65866666667	-0.33	5.32241513391834e-06	Non DEG
scg3-2	0.057	0.049	0.058	0.036	0.054	0.067	0.0546666666667	0.0523333333333	0.0535	-0.06	0.727515146459618	Non DEG
acadl-2	0.091	0.097	0.073	0.063	0.085	0.072	0.087	0.0733333333333	0.0801666666667	-0.24	0.269476586550333	Non DEG
tnfaip8l3-2	0.054	0.044	0.043	0.034	0.029	0.03	0.047	0.031	0.039	-0.61	0.00089166017980623	Non DEG
cyp19a1a-2	0.123	0.117	0.099	0.113	0.13	0.103	0.113	0.115333333333	0.114166666667	0.03	0.877983779623765	Non DEG
gldn-2	0.014	0.011	0.015	0.011	0.039	0.069	0.0133333333333	0.0396666666667	0.0265	1.53	0.000883310868173528	Slightly upregulated
dmxl2-2	0.837	0.762	0.923	0.986	0.98	1.103	0.840666666667	1.023	0.931833333333	0.28	4.44706977068313e-05	Non DEG
vaspb-2	1.121	1.152	1.073	0.929	0.948	1.01	1.11533333333	0.962333333333	1.03883333333	-0.21	0.000267563965522274	Non DEG
snrpd2-2	7.945	7.966	7.656	8.038	7.468	5.378	7.85566666667	6.96133333333	7.4085	-0.18	0.00329887489706868	Non DEG
foxg1c-2	0	0	0.163	0.083	0	0.161	0.0543333333333	0.0813333333333	0.0678333333333	0.52	0.541087240276145	Non DEG
pglyrp5-2	0.22	0.071	0.059	0.014	0.07	0.159	0.116666666667	0.081	0.0988333333333	-0.51	0.256605667843252	Non DEG
polr2i-2	2.318	3.042	3.22	2.616	2.824	2.661	2.86	2.70033333333	2.78016666667	-0.08	0.400426281026313	Non DEG
LOC101886500-2	0.02	0.019	0.023	0.038	0.045	0.038	0.0206666666667	0.0403333333333	0.0305	0.95	1.55582483419812e-05	Non DEG
LOC100332250-2	0.196	0.208	0.198	0.353	0.361	0.335	0.200666666667	0.349666666667	0.275166666667	0.8	1.6026003650948e-22	Non DEG
zbtb38-2	0.059	0.066	0.08	0.179	0.148	0.124	0.0683333333333	0.150333333333	0.109333333333	1.13	9.45655761556771e-10	Slightly upregulated
fbxo36a-2	0.074	0.104	0.064	0	0.016	0.016	0.0806666666667	0.0106666666667	0.0456666666667	-2.82	1.92524090433718e-06	Downregulated
trip12-2	4.773	4.658	4.547	5.184	4.69	5.26	4.65933333333	5.04466666667	4.852	0.11	0.0306145452270556	Non DEG
veph1-2	0.05	0.049	0.056	0.064	0.055	0.052	0.0516666666667	0.057	0.0543333333333	0.15	0.144509003673921	Non DEG
LOC110437852	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
ptx3a-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
si:ch211-203b8.6-2	0.049	0.052	0.067	0.068	0.034	0.043	0.056	0.0483333333333	0.0521666666667	-0.21	0.49357196321168	Non DEG
ccnl1a-2	5.843	5.735	5.649	4.88	4.656	4.626	5.74233333333	4.72066666667	5.2315	-0.28	1.31796073120698e-06	Non DEG
selt1b-2	1.417	1.109	1.388	1.428	1.152	1.422	1.30466666667	1.334	1.31933333333	0.03	0.69635118744411	Non DEG
tsen34-2	1.573	1.437	1.485	1.589	1.279	1.296	1.49833333333	1.388	1.44316666667	-0.11	0.304523468588553	Non DEG
bcl7bb-2	0.758	1.009	1.018	0.757	0.974	1.199	0.928333333333	0.976666666667	0.9525	0.07	0.456550194751427	Non DEG
baz1b-2	7.075	7.543	7.246	6.734	6.985	6.842	7.288	6.85366666667	7.07083333333	-0.09	0.0960673153813096	Non DEG
fzd9b-2	7.109	5.748	6.885	5.148	5.443	5.787	6.58066666667	5.45933333333	6.02	-0.27	0.00408775821712765	Non DEG
sphkap-2	0.067	0.069	0.055	0.077	0.069	0.102	0.0636666666667	0.0826666666667	0.0731666666667	0.37	0.0168501530815677	Non DEG
pid1-2	1.94	2.093	2.09	1.937	1.915	1.92	2.041	1.924	1.9825	-0.09	0.130546627931265	Non DEG
tmem170b-2	0.023	0.053	0.038	0.021	0.025	0.03	0.038	0.0253333333333	0.0316666666667	-0.59	0.0480851659288157	Non DEG
nedd9-2	1.083	1.178	1.161	0.799	0.84	0.806	1.14066666667	0.815	0.977833333333	-0.48	5.75505428460749e-15	Non DEG
si:dkey-206d17.5-2	1.514	1.661	1.408	1.592	1.629	1.472	1.52766666667	1.56433333333	1.546	0.03	0.715721991587613	Non DEG
trit1-2	2.1	2.022	1.95	1.771	1.737	1.541	2.024	1.683	1.8535	-0.27	1.36533485191828e-06	Non DEG
myclb-2	8.022	7.196	7.396	6.655	6.571	6.52	7.538	6.582	7.06	-0.19	0.0026726456029659	Non DEG
mfsd2ab-2	0.979	0.955	1.105	0.916	0.98	0.839	1.013	0.911666666667	0.962333333333	-0.15	0.0677459946015948	Non DEG
yars-2	3.58	3.242	3.604	4.035	4.147	4.434	3.47533333333	4.20533333333	3.84033333333	0.27	2.24475760447651e-05	Non DEG
si:ch211-194e15.5-2	0.699	0.667	0.621	0.909	0.928	0.818	0.662333333333	0.885	0.773666666667	0.42	0.000459107771083249	Non DEG
sostdc1b-2	0	0	0	0	0	0.075	0.0	0.025	0.0125	2.65	0.09768586952133	Non DEG
meox2b-2	0.607	0.707	0.572	0.53	0.589	0.552	0.628666666667	0.557	0.592833333333	-0.17	0.0131604373154638	Non DEG
arl4ab-2	2.392	2.64	2.911	1.803	1.462	1.462	2.64766666667	1.57566666667	2.11166666667	-0.75	8.9553274087197e-10	Non DEG
scin-2	0.088	0.181	0.13	0.202	0.12	0.139	0.133	0.153666666667	0.143333333333	0.2	0.233640284823786	Non DEG
tmem106bb-2	1.25	1.053	1.089	1.195	1.052	1.292	1.13066666667	1.17966666667	1.15516666667	0.06	0.489627464347219	Non DEG
tmem55a-2	0.492	0.532	0.504	0.48	0.409	0.482	0.509333333333	0.457	0.483166666667	-0.16	0.0709217681195958	Non DEG
necab1-2	0.171	0.182	0.153	0.236	0.231	0.203	0.168666666667	0.223333333333	0.196	0.4	9.35469084003338e-07	Non DEG
tmem64-2	2.105	2.034	2.055	2.161	2.175	2.113	2.06466666667	2.14966666667	2.10716666667	0.06	0.37508317118877	Non DEG
tdp2b-2	1.999	1.561	1.725	1.238	1.65	1.559	1.76166666667	1.48233333333	1.622	-0.25	0.00465245469493128	Non DEG
acot13-2	0.566	0.874	1.229	1.252	0.467	0.731	0.889666666667	0.816666666667	0.853166666667	-0.13	0.482956063453175	Non DEG
zgc:111986-2	17.103	16.925	18.998	19.466	19.685	19.274	17.6753333333	19.475	18.5751666667	0.14	0.0210877513078872	Non DEG
gmnn-2	8.758	8.94	8.377	8.16	7.459	7.042	8.69166666667	7.55366666667	8.12266666667	-0.2	0.00164840104508074	Non DEG
fam65b-2	0.294	0.256	0.236	0.276	0.309	0.276	0.262	0.287	0.2745	0.13	0.0560091231752731	Non DEG
zbtb10-2	1.494	1.428	1.45	1.336	1.312	1.227	1.45733333333	1.29166666667	1.3745	-0.17	0.0109713833719209	Non DEG
tpd52-2	0.198	0.231	0.211	0.134	0.138	0.115	0.213333333333	0.129	0.171166666667	-0.72	4.78649671709634e-10	Non DEG
znf704-2	2.519	2.522	2.45	2.803	2.702	2.701	2.497	2.73533333333	2.61616666667	0.13	0.0136368196260158	Non DEG
pag1-2	0.308	0.351	0.314	0.239	0.247	0.221	0.324333333333	0.235666666667	0.28	-0.46	5.37740068614598e-06	Non DEG
atxn1a-2	0.03	0.041	0	0.04	0.031	0	0.0236666666667	0.0236666666667	0.0236666666667	-0.02	0.978733359326839	Non DEG
gmpr-2	0.084	0.281	0.252	0.414	0.383	0.642	0.205666666667	0.479666666667	0.342666666667	1.22	7.08567424973897e-05	Slightly upregulated
heyl-2	0.014	0.029	0.014	0.007	0	0.014	0.019	0.007	0.013	-1.33	0.119613069690785	Non DEG
zgc:91944-2	0.294	0.264	0.284	0.253	0.305	0.286	0.280666666667	0.281333333333	0.281	0.01	0.946081815154498	Non DEG
tmem54b-2	0.043	0.045	0.043	0.039	0.032	0.027	0.0436666666667	0.0326666666667	0.0381666666667	-0.4	0.231269694903409	Non DEG
hpca-2	0.153	0.121	0.147	0.172	0.193	0.19	0.140333333333	0.185	0.162666666667	0.4	1.20058918502432e-06	Non DEG
nt5c1aa-2	0.045	0.047	0.052	0.051	0.056	0.062	0.048	0.0563333333333	0.0521666666667	0.24	0.271057818617004	Non DEG
stk3-2	1.472	1.908	1.915	2.067	1.935	1.979	1.765	1.99366666667	1.87933333333	0.18	0.0148808736862585	Non DEG
hrsp12-2	0.096	0.077	0.195	0.167	0.123	0.077	0.122666666667	0.122333333333	0.1225	-0.02	0.924642021721469	Non DEG
si:dkey-284p5.3-2	0.07	0.073	0.089	0.138	0.088	0.15	0.0773333333333	0.125333333333	0.101333333333	0.69	0.0126759255723364	Non DEG
rpl30-2	27.01	26.061	26.687	22.629	24.506	25.085	26.586	24.0733333333	25.3296666667	-0.14	0.00944835383762944	Non DEG
laptm4b-2	1.188	1.078	1.181	1.3	1.353	1.446	1.149	1.36633333333	1.25766666667	0.25	0.000273869720217947	Non DEG
mtdha-2	6.583	6.756	6.343	7.286	7.294	7.168	6.56066666667	7.24933333333	6.905	0.14	0.0091370042682952	Non DEG
rrm2b-2	5.251	6.047	5.711	7.166	7.285	5.625	5.66966666667	6.692	6.18083333333	0.24	6.42399043422655e-05	Non DEG
azin1b-2	9.274	8.923	8.116	9.507	8.312	8.834	8.771	8.88433333333	8.82766666667	0.02	0.727111813751213	Non DEG
atp6v1c1b-2	0.143	0.188	0.178	0.214	0.224	0.227	0.169666666667	0.221666666667	0.195666666667	0.38	0.00707725316820181	Non DEG
baalc-2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
spire1a-2	0.173	0.161	0.182	0.161	0.136	0.155	0.172	0.150666666667	0.161333333333	-0.19	0.0186601692111919	Non DEG
klhl38a-2	0.132	0.075	0.075	0.116	0.163	0.03	0.094	0.103	0.0985	0.12	0.787532635651784	Non DEG
fam91a1-2	0.288	0.273	0.321	0.368	0.393	0.356	0.294	0.372333333333	0.333166666667	0.34	5.41778731290841e-05	Non DEG
fam84b-2	0.379	0.316	0.46	0.686	0.841	0.726	0.385	0.751	0.568	0.95	0.000851158492659048	Non DEG
sfpq-2	46.051	34.867	43.077	40.747	39.448	36.528	41.3316666667	38.9076666667	40.1196666667	-0.09	0.106662409391727	Non DEG
fam133b-2	1.263	2.094	2.034	1.131	1.457	1.221	1.797	1.26966666667	1.53333333333	-0.5	0.00112403132317996	Non DEG
hepacam2-2	0.025	0.045	0.032	0.075	0.056	0.061	0.034	0.064	0.049	0.9	0.000226816136192627	Non DEG
si:ch211-287b5.1-2	0.322	0.318	0.329	0.276	0.25	0.287	0.323	0.271	0.297	-0.25	4.4769024132397e-05	Non DEG
si:ch211-287b5.1-3	0.116	0.127	0.114	0.109	0.103	0.107	0.119	0.106333333333	0.112666666667	-0.16	0.200028626317442	Non DEG
calcr-2	0.061	0.057	0.064	0.064	0.072	0.057	0.0606666666667	0.0643333333333	0.0625	0.08	0.431804333455311	Non DEG
tfpi2-2	0.076	0.054	0.1	0.102	0.119	0.138	0.0766666666667	0.119666666667	0.0981666666667	0.64	0.0406025952664907	Non DEG
gngt1-2	0.07	0	0.07	0	0.05	0.069	0.0466666666667	0.0396666666667	0.0431666666667	-0.2	0.775428087683885	Non DEG
zgc:85777-2	0.639	0.687	0.665	0.804	0.843	0.826	0.663666666667	0.824333333333	0.744	0.31	8.89349851894514e-06	Non DEG
bet1-2	1.29	1.513	0.959	1.141	1.301	1.444	1.254	1.29533333333	1.27466666667	0.04	0.665432769493599	Non DEG
cdk19-2	0.206	0.223	0.26	0.204	0.214	0.216	0.229666666667	0.211333333333	0.2205	-0.12	0.192799777320523	Non DEG
amd1-2	6.981	7.222	6.762	7.456	7.148	7.347	6.98833333333	7.317	7.15266666667	0.07	0.211981805116781	Non DEG
ppil4-2	2.016	1.81	1.895	1.714	1.875	1.472	1.907	1.687	1.797	-0.18	0.00669670053981354	Non DEG
map3k5-2	0.42	0.39	0.392	0.386	0.378	0.42	0.400666666667	0.394666666667	0.397666666667	-0.02	0.764767202497843	Non DEG
LOC100536501-2	0.041	0.031	0.074	0.051	0.02	0	0.0486666666667	0.0236666666667	0.0361666666667	-0.98	0.11647850103533	Non DEG
mep1b-2	0.033	0.025	0.036	0.056	0.025	0.043	0.0313333333333	0.0413333333333	0.0363333333333	0.42	0.144202717783785	Non DEG
mcm3l-2	0.108	0.063	0.041	0.026	0.05	0.043	0.0706666666667	0.0396666666667	0.0551666666667	-0.83	0.00307290376995726	Non DEG
si:ch211-191a24.4-2	0.137	0.238	0.267	0.222	0.327	0.275	0.214	0.274666666667	0.244333333333	0.35	0.0669237137880798	Non DEG
si:ch211-191a24.3-2	0.549	0.601	0.611	0.711	0.657	0.617	0.587	0.661666666667	0.624333333333	0.17	0.00455534214781817	Non DEG
nid2b-2	0.455	0.353	0.423	0.34	0.273	0.313	0.410333333333	0.308666666667	0.3595	-0.41	0.00384552670167542	Non DEG
ptger2b-2	0.316	0.309	0.337	0.304	0.219	0.186	0.320666666667	0.236333333333	0.2785	-0.43	0.00350103578274094	Non DEG
psmc6-2	2.439	2.597	2.177	2.407	2.256	2.478	2.40433333333	2.38033333333	2.39233333333	-0.01	0.8372626411704	Non DEG
cgrrf1-2	0.275	0.234	0.191	0.295	0.206	0.189	0.233333333333	0.23	0.231666666667	-0.02	0.939782219466284	Non DEG
ddhd1b-2	0.161	0.176	0.177	0.197	0.244	0.16	0.171333333333	0.200333333333	0.185833333333	0.22	0.0367143813709148	Non DEG
stxbp6l-2	0.027	0.027	0.037	0.061	0.033	0.03	0.0303333333333	0.0413333333333	0.0358333333333	0.43	0.236371047919155	Non DEG
gjd2b-2	0	0.033	0.067	0.033	0	0.083	0.0333333333333	0.0386666666667	0.036	0.19	0.801614081624396	Non DEG
zgc:86709-2	0.154	0.214	0.164	0.187	0.113	0.151	0.177333333333	0.150333333333	0.163833333333	-0.24	0.256078632692597	Non DEG
prrc2c-2	8.781	9.155	9.152	9.239	9.212	9.355	9.02933333333	9.26866666667	9.149	0.04	0.468806322905529	Non DEG
